图像ID,原始文件名,关键点,归一化X,归一化Y,像素X,像素Y
7e04bcea-5babd280,7e04bcea-5babd280_IMGA0084.JPG,CC2,0.46733668341708545,0.48743718592964824,239,250
7e04bcea-5babd280,7e04bcea-5babd280_IMGA0084.JPG,CN1,0.5226130653266332,0.4991624790619765,268,256
7e04bcea-5babd280,7e04bcea-5babd280_IMGA0084.JPG,CN2,0.6030150753768844,0.5008375209380235,309,256
7e04bcea-5babd280,7e04bcea-5babd280_IMGA0084.JPG,N,0.4924623115577889,0.507537688442211,252,260
7742b2a7-5bf3f54c,7742b2a7-5bf3f54c_20201104_220231-001.jpg,CC1,0.33835845896147404,0.6247906197654941,173,320
7742b2a7-5bf3f54c,7742b2a7-5bf3f54c_20201104_220231-001.jpg,CC2,0.41708542713567837,0.6197654941373534,214,317
7742b2a7-5bf3f54c,7742b2a7-5bf3f54c_20201104_220231-001.jpg,CN1,0.47571189279731996,0.6314907872696818,244,323
7742b2a7-5bf3f54c,7742b2a7-5bf3f54c_20201104_220231-001.jpg,CN2,0.559463986599665,0.6247906197654941,286,320
7742b2a7-5bf3f54c,7742b2a7-5bf3f54c_20201104_220231-001.jpg,N,0.4455611390284757,0.6666666666666665,228,341
f5c86054-6a242fe2,f5c86054-6a242fe2_IMGA00031.JPG,CC1,0.423785594639866,0.4539363484087102,217,232
f5c86054-6a242fe2,f5c86054-6a242fe2_IMGA00031.JPG,CC2,0.47403685092127307,0.4723618090452261,243,242
f5c86054-6a242fe2,f5c86054-6a242fe2_IMGA00031.JPG,CN1,0.5159128978224455,0.4489112227805695,264,230
f5c86054-6a242fe2,f5c86054-6a242fe2_IMGA00031.JPG,CN2,0.5527638190954773,0.45561139028475706,283,233
f5c86054-6a242fe2,f5c86054-6a242fe2_IMGA00031.JPG,N,0.49581239530988275,0.47068676716917923,254,241
030201f6-6e54877d,030201f6-6e54877d_IMGA0089.JPG,CC1,0.39195979899497485,0.42546063651591287,201,218
030201f6-6e54877d,030201f6-6e54877d_IMGA0089.JPG,CC2,0.4438860971524289,0.4036850921273032,227,207
030201f6-6e54877d,030201f6-6e54877d_IMGA0089.JPG,CN1,0.47571189279731996,0.4371859296482412,244,224
030201f6-6e54877d,030201f6-6e54877d_IMGA0089.JPG,CN2,0.5879396984924623,0.4773869346733669,301,244
030201f6-6e54877d,030201f6-6e54877d_IMGA0089.JPG,N,0.44221105527638194,0.4304857621440536,226,220
96ec1524-7a39f6c4,96ec1524-7a39f6c4_IMGA0072.JPG,CC1,0.42546063651591287,0.5326633165829145,218,273
96ec1524-7a39f6c4,96ec1524-7a39f6c4_IMGA0072.JPG,CC2,0.541038525963149,0.5159128978224455,277,264
96ec1524-7a39f6c4,96ec1524-7a39f6c4_IMGA0072.JPG,CN1,0.5577889447236181,0.47403685092127307,286,243
96ec1524-7a39f6c4,96ec1524-7a39f6c4_IMGA0072.JPG,CN2,0.5996649916247906,0.47403685092127307,307,243
96ec1524-7a39f6c4,96ec1524-7a39f6c4_IMGA0072.JPG,N,0.5628140703517588,0.507537688442211,288,260
ae6533fd-7b07eef9,ae6533fd-7b07eef9_IMGA0074.JPG,CC1,0.38190954773869346,0.4204355108877722,196,215
ae6533fd-7b07eef9,ae6533fd-7b07eef9_IMGA0074.JPG,CC2,0.4355108877721943,0.3852596314907873,223,197
ae6533fd-7b07eef9,ae6533fd-7b07eef9_IMGA0074.JPG,CN1,0.47571189279731996,0.4204355108877722,244,215
ae6533fd-7b07eef9,ae6533fd-7b07eef9_IMGA0074.JPG,CN2,0.5946398659966499,0.4623115577889446,304,237
ae6533fd-7b07eef9,ae6533fd-7b07eef9_IMGA0074.JPG,N,0.4355108877721943,0.423785594639866,223,217
809663c5-7eccbb9c,809663c5-7eccbb9c_IMGA03501.JPG,CC1,0.4723618090452261,0.4036850921273032,242,207
809663c5-7eccbb9c,809663c5-7eccbb9c_IMGA03501.JPG,CC2,0.525963149078727,0.39028475711892796,269,200
809663c5-7eccbb9c,809663c5-7eccbb9c_IMGA03501.JPG,CN1,0.5678391959798995,0.38023450586264657,291,195
809663c5-7eccbb9c,809663c5-7eccbb9c_IMGA03501.JPG,CN2,0.6197654941373534,0.39028475711892796,317,200
809663c5-7eccbb9c,809663c5-7eccbb9c_IMGA03501.JPG,N,0.5561139028475712,0.407035175879397,285,208
733b3056-7ee77a1f,733b3056-7ee77a1f_IMGA0214.JPG,CC1,0.3869346733668342,0.5008375209380235,198,256
733b3056-7ee77a1f,733b3056-7ee77a1f_IMGA0214.JPG,CC2,0.4438860971524289,0.4824120603015075,227,247
733b3056-7ee77a1f,733b3056-7ee77a1f_IMGA0214.JPG,CN1,0.49413735343383586,0.4807370184254606,253,246
733b3056-7ee77a1f,733b3056-7ee77a1f_IMGA0214.JPG,CN2,0.559463986599665,0.490787269681742,286,251
733b3056-7ee77a1f,733b3056-7ee77a1f_IMGA0214.JPG,N,0.47068676716917923,0.490787269681742,241,251
b50560a1-8c84fa46,b50560a1-8c84fa46_IMGA0418.JPG,CC1,0.34673366834170855,0.4824120603015075,178,247
b50560a1-8c84fa46,b50560a1-8c84fa46_IMGA0418.JPG,CC2,0.3869346733668342,0.4539363484087102,198,232
b50560a1-8c84fa46,b50560a1-8c84fa46_IMGA0418.JPG,CN1,0.42546063651591287,0.4924623115577889,218,252
b50560a1-8c84fa46,b50560a1-8c84fa46_IMGA0418.JPG,CN2,0.5443886097152428,0.5276381909547738,279,270
b50560a1-8c84fa46,b50560a1-8c84fa46_IMGA0418.JPG,N,0.388609715242881,0.4891122278056951,199,250
b1132672-9b0449f7,b1132672-9b0449f7_IMGA00841.JPG,CC1,0.3484087102177555,0.455611390284757,178,233
b1132672-9b0449f7,b1132672-9b0449f7_IMGA00841.JPG,CC2,0.3936348408710218,0.4807370184254606,202,246
b1132672-9b0449f7,b1132672-9b0449f7_IMGA00841.JPG,CN1,0.45058626465661644,0.4991624790619765,231,256
b1132672-9b0449f7,b1132672-9b0449f7_IMGA00841.JPG,CN2,0.5041876046901173,0.4824120603015075,258,247
b1132672-9b0449f7,b1132672-9b0449f7_IMGA00841.JPG,N,0.42043551088777215,0.5008375209380235,215,256
3f71369f-9c5378b1,3f71369f-9c5378b1_IMGA0419.JPG,CC1,0.41708542713567837,0.4137353433835846,214,212
3f71369f-9c5378b1,3f71369f-9c5378b1_IMGA0419.JPG,CC2,0.4639865996649916,0.3869346733668342,238,198
3f71369f-9c5378b1,3f71369f-9c5378b1_IMGA0419.JPG,CN1,0.4991624790619765,0.4003350083752093,256,205
3f71369f-9c5378b1,3f71369f-9c5378b1_IMGA0419.JPG,CN2,0.5527638190954773,0.4304857621440536,283,220
3f71369f-9c5378b1,3f71369f-9c5378b1_IMGA0419.JPG,N,0.47403685092127307,0.423785594639866,243,217
13a68335-9f3ac52c,13a68335-9f3ac52c_IMGA0334.JPG,CC1,0.4187604690117253,0.4489112227805695,214,230
13a68335-9f3ac52c,13a68335-9f3ac52c_IMGA0334.JPG,CC2,0.4656616415410385,0.4388609715242881,238,225
13a68335-9f3ac52c,13a68335-9f3ac52c_IMGA0334.JPG,CN1,0.5008375209380235,0.46733668341708545,256,239
13a68335-9f3ac52c,13a68335-9f3ac52c_IMGA0334.JPG,CN2,0.5594639865996649,0.5025125628140703,286,257
13a68335-9f3ac52c,13a68335-9f3ac52c_IMGA0334.JPG,N,0.4639865996649916,0.47068676716917923,238,241
6dfbe0ed-10b48bc8,6dfbe0ed-10b48bc8_IMGA0190.JPG,CC1,0.45561139028475706,0.46063651591289784,233,236
6dfbe0ed-10b48bc8,6dfbe0ed-10b48bc8_IMGA0190.JPG,CC2,0.49581239530988275,0.4304857621440536,254,220
6dfbe0ed-10b48bc8,6dfbe0ed-10b48bc8_IMGA0190.JPG,CN1,0.5326633165829145,0.46733668341708545,273,239
6dfbe0ed-10b48bc8,6dfbe0ed-10b48bc8_IMGA0190.JPG,CN2,0.6197654941373534,0.5142378559463987,317,263
6dfbe0ed-10b48bc8,6dfbe0ed-10b48bc8_IMGA0190.JPG,N,0.489112227805695,0.46733668341708545,250,239
b63d8928-10c7f6dc,b63d8928-10c7f6dc_20160822_092253.jpg,CC1,0.4187604690117253,0.3500837520938023,214,179
b63d8928-10c7f6dc,b63d8928-10c7f6dc_20160822_092253.jpg,CC2,0.46733668341708545,0.38358458961474035,239,196
b63d8928-10c7f6dc,b63d8928-10c7f6dc_20160822_092253.jpg,CN1,0.5192629815745393,0.3869346733668342,266,198
b63d8928-10c7f6dc,b63d8928-10c7f6dc_20160822_092253.jpg,CN2,0.5862646566164154,0.3785594639865997,300,194
b63d8928-10c7f6dc,b63d8928-10c7f6dc_20160822_092253.jpg,N,0.48576214405360135,0.3969849246231156,249,203
5861ca38-15d6ac73,5861ca38-15d6ac73_IMGA0365.JPG,CC1,0.23785594639865998,0.5041876046901173,122,258
5861ca38-15d6ac73,5861ca38-15d6ac73_IMGA0365.JPG,CC2,0.2964824120603015,0.5041876046901173,152,258
5861ca38-15d6ac73,5861ca38-15d6ac73_IMGA0365.JPG,CN1,0.33668341708542715,0.5276381909547738,172,270
5861ca38-15d6ac73,5861ca38-15d6ac73_IMGA0365.JPG,CN2,0.46733668341708545,0.5460636515912897,239,280
5861ca38-15d6ac73,5861ca38-15d6ac73_IMGA0365.JPG,N,0.31155778894472363,0.5209380234505863,160,267
dda826a4-16e7e154,dda826a4-16e7e154_IMGA0049.JPG,CC1,0.3668341708542713,0.4472361809045226,188,229
dda826a4-16e7e154,dda826a4-16e7e154_IMGA0049.JPG,CC2,0.42211055276381904,0.42546063651591287,216,218
dda826a4-16e7e154,dda826a4-16e7e154_IMGA0049.JPG,CN1,0.46063651591289784,0.46063651591289784,236,236
dda826a4-16e7e154,dda826a4-16e7e154_IMGA0049.JPG,CN2,0.5795644891122278,0.47571189279731996,297,244
dda826a4-16e7e154,dda826a4-16e7e154_IMGA0049.JPG,N,0.42211055276381904,0.457286432160804,216,234
e08d50e4-22dad716,e08d50e4-22dad716_IMGA0200.JPG,CC1,0.4371859296482412,0.37688442211055284,224,193
e08d50e4-22dad716,e08d50e4-22dad716_IMGA0200.JPG,CC2,0.4656616415410385,0.3969849246231156,238,203
e08d50e4-22dad716,e08d50e4-22dad716_IMGA0200.JPG,CN1,0.5309882747068677,0.42211055276381904,272,216
e08d50e4-22dad716,e08d50e4-22dad716_IMGA0200.JPG,CN2,0.6030150753768844,0.44053601340033505,309,226
e08d50e4-22dad716,e08d50e4-22dad716_IMGA0200.JPG,N,0.48576214405360135,0.40871021775544386,249,209
1720e735-24c8c434,1720e735-24c8c434_IMGA0617.JPG,CC1,0.37185929648241206,0.37520938023450584,190,192
1720e735-24c8c434,1720e735-24c8c434_IMGA0617.JPG,CC2,0.40871021775544386,0.41038525963149086,209,210
1720e735-24c8c434,1720e735-24c8c434_IMGA0617.JPG,CN1,0.46901172529313234,0.4237855946398659,240,217
1720e735-24c8c434,1720e735-24c8c434_IMGA0617.JPG,CN2,0.5326633165829145,0.41373534338358453,273,212
1720e735-24c8c434,1720e735-24c8c434_IMGA0617.JPG,N,0.4371859296482412,0.4288107202680067,224,220
0be31358-26aa78d2,0be31358-26aa78d2_IMG_1545-001.JPG,CC1,0.31155778894472363,0.5778894472361809,160,296
0be31358-26aa78d2,0be31358-26aa78d2_IMG_1545-001.JPG,CC2,0.37688442211055284,0.5477386934673367,193,280
0be31358-26aa78d2,0be31358-26aa78d2_IMG_1545-001.JPG,CN1,0.46901172529313234,0.6247906197654941,240,320
0be31358-26aa78d2,0be31358-26aa78d2_IMG_1545-001.JPG,CN2,0.5862646566164154,0.6532663316582915,300,334
0be31358-26aa78d2,0be31358-26aa78d2_IMG_1545-001.JPG,N,0.373534338358459,0.5946398659966499,191,304
3c43759f-33b69fad,3c43759f-33b69fad_IMGA00281.JPG,CC1,0.4288107202680067,0.5711892797319933,220,292
3c43759f-33b69fad,3c43759f-33b69fad_IMGA00281.JPG,CC2,0.47571189279731996,0.5829145728643216,244,298
3c43759f-33b69fad,3c43759f-33b69fad_IMGA00281.JPG,CN1,0.5125628140703518,0.6247906197654941,262,320
3c43759f-33b69fad,3c43759f-33b69fad_IMGA00281.JPG,CN2,0.6113902847571189,0.644891122278057,313,330
3c43759f-33b69fad,3c43759f-33b69fad_IMGA00281.JPG,N,0.47571189279731996,0.6180904522613065,244,316
38ba6661-035bd334,38ba6661-035bd334_IMGA0173.JPG,CC1,0.38358458961474035,0.3098827470686767,196,159
38ba6661-035bd334,38ba6661-035bd334_IMGA0173.JPG,CC2,0.4355108877721943,0.3149078726968174,223,161
38ba6661-035bd334,38ba6661-035bd334_IMGA0173.JPG,CN1,0.48743718592964824,0.340033500837521,250,174
38ba6661-035bd334,38ba6661-035bd334_IMGA0173.JPG,CN2,0.559463986599665,0.34673366834170855,286,178
38ba6661-035bd334,38ba6661-035bd334_IMGA0173.JPG,N,0.4455611390284757,0.33835845896147404,228,173
7d071fa3-35ed5577,7d071fa3-35ed5577_IMGA0325.JPG,CC1,0.4288107202680067,0.3685092127303183,220,189
7d071fa3-35ed5577,7d071fa3-35ed5577_IMGA0325.JPG,CC2,0.457286432160804,0.388609715242881,234,199
7d071fa3-35ed5577,7d071fa3-35ed5577_IMGA0325.JPG,CN1,0.5058626465661642,0.4036850921273032,259,207
7d071fa3-35ed5577,7d071fa3-35ed5577_IMGA0325.JPG,CN2,0.5678391959798995,0.3953098827470687,291,202
7d071fa3-35ed5577,7d071fa3-35ed5577_IMGA0325.JPG,N,0.47403685092127307,0.4137353433835846,243,212
c9f9fdef-39b0d2b6,c9f9fdef-39b0d2b6_IMGA01876.JPG,CC1,0.32830820770519265,0.47571189279731996,168,244
c9f9fdef-39b0d2b6,c9f9fdef-39b0d2b6_IMGA01876.JPG,CC2,0.4891122278056951,0.45226130653266333,250,232
c9f9fdef-39b0d2b6,c9f9fdef-39b0d2b6_IMGA01876.JPG,CN1,0.5360134003350083,0.41206030150753764,274,211
c9f9fdef-39b0d2b6,c9f9fdef-39b0d2b6_IMGA01876.JPG,CN2,0.592964824120603,0.4271356783919598,304,219
c9f9fdef-39b0d2b6,c9f9fdef-39b0d2b6_IMGA01876.JPG,N,0.5561139028475712,0.4472361809045226,285,229
b5bd71f9-41a1d9a2,b5bd71f9-41a1d9a2_IMGA0186.JPG,CC1,0.49581239530988264,0.4472361809045226,254,229
b5bd71f9-41a1d9a2,b5bd71f9-41a1d9a2_IMGA0186.JPG,CC2,0.5443886097152428,0.4271356783919598,279,219
b5bd71f9-41a1d9a2,b5bd71f9-41a1d9a2_IMGA0186.JPG,CN1,0.5829145728643216,0.45561139028475706,298,233
b5bd71f9-41a1d9a2,b5bd71f9-41a1d9a2_IMGA0186.JPG,CN2,0.6616415410385259,0.5008375209380235,339,256
b5bd71f9-41a1d9a2,b5bd71f9-41a1d9a2_IMGA0186.JPG,N,0.5494137353433836,0.4589614740368509,281,235
387755e4-52c0f121,387755e4-52c0f121_IMGA00357.JPG,CC1,0.44053601340033505,0.4371859296482412,226,224
387755e4-52c0f121,387755e4-52c0f121_IMGA00357.JPG,CC2,0.490787269681742,0.42546063651591287,251,218
387755e4-52c0f121,387755e4-52c0f121_IMGA00357.JPG,CN1,0.5192629815745393,0.4639865996649916,266,238
387755e4-52c0f121,387755e4-52c0f121_IMGA00357.JPG,CN2,0.6381909547738693,0.4807370184254606,327,246
387755e4-52c0f121,387755e4-52c0f121_IMGA00357.JPG,N,0.48576214405360135,0.457286432160804,249,234
876ce5cb-54eb29d3,876ce5cb-54eb29d3_IMGA0034.JPG,CC1,0.33333333333333326,0.455611390284757,171,233
876ce5cb-54eb29d3,876ce5cb-54eb29d3_IMGA0034.JPG,CC2,0.37688442211055284,0.44053601340033505,193,226
876ce5cb-54eb29d3,876ce5cb-54eb29d3_IMGA0034.JPG,CN1,0.42211055276381904,0.4639865996649916,216,238
876ce5cb-54eb29d3,876ce5cb-54eb29d3_IMGA0034.JPG,CN2,0.5360134003350083,0.47906197654941374,274,245
876ce5cb-54eb29d3,876ce5cb-54eb29d3_IMGA0034.JPG,N,0.38358458961474035,0.47403685092127307,196,243
ebb95755-59c76b3b,ebb95755-59c76b3b_NOKIA_Lumia_710_000960.jpg,CC1,0.4120603015075377,0.4773869346733669,211,244
ebb95755-59c76b3b,ebb95755-59c76b3b_NOKIA_Lumia_710_000960.jpg,CC2,0.541038525963149,0.4355108877721943,277,223
ebb95755-59c76b3b,ebb95755-59c76b3b_NOKIA_Lumia_710_000960.jpg,CN1,0.5896147403685092,0.39028475711892796,302,200
ebb95755-59c76b3b,ebb95755-59c76b3b_NOKIA_Lumia_710_000960.jpg,CN2,0.6901172529313233,0.4003350083752093,353,205
ebb95755-59c76b3b,ebb95755-59c76b3b_NOKIA_Lumia_710_000960.jpg,N,0.5862646566164154,0.4539363484087102,300,232
1d5f144f-71eea58a,1d5f144f-71eea58a_IMGA0053.JPG,CC1,0.4154103852596315,0.4589614740368509,213,235
1d5f144f-71eea58a,1d5f144f-71eea58a_IMGA0053.JPG,CC2,0.4489112227805695,0.44053601340033505,230,226
1d5f144f-71eea58a,1d5f144f-71eea58a_IMGA0053.JPG,CN1,0.4924623115577889,0.4472361809045226,252,229
1d5f144f-71eea58a,1d5f144f-71eea58a_IMGA0053.JPG,CN2,0.541038525963149,0.4371859296482412,277,224
1d5f144f-71eea58a,1d5f144f-71eea58a_IMGA0053.JPG,N,0.4723618090452261,0.46733668341708545,242,239
4285eb71-73a1cbde,4285eb71-73a1cbde_IMGA0355.JPG,CC1,0.39195979899497485,0.36348408710217756,201,186
4285eb71-73a1cbde,4285eb71-73a1cbde_IMGA0355.JPG,CC2,0.4321608040201005,0.37018425460636517,221,190
4285eb71-73a1cbde,4285eb71-73a1cbde_IMGA0355.JPG,CN1,0.46733668341708545,0.373534338358459,239,191
4285eb71-73a1cbde,4285eb71-73a1cbde_IMGA0355.JPG,CN2,0.5159128978224455,0.38190954773869346,264,196
4285eb71-73a1cbde,4285eb71-73a1cbde_IMGA0355.JPG,N,0.4472361809045226,0.3852596314907873,229,197
